"","Hashtags","Count","Freq"
"2464","Sidharthshukla",65418,0.0066302563651204
"2281","Research",65302,0.00677231041443637
"2393","Savethechildren",65107,0.00485951601346399
"2682","Testing",65061,0.00701026370798015
"2938","Valimai",64619,0.00527837944495769
"1338","Ireland",64606,0.00722793697936495
"2641","Tablighijamat",64534,0.00856351705076988
"883","Election2020",64519,0.00587632815710632
"2485","Socialdistanacing",64496,0.00831203634113941
"430","Cancer",64384,0.0068699936443574
"1173","Healthoverexams",64324,0.00484139754771184
"768","Deepstate",64305,0.00638461778443796
"2603","Studentskemannkibaat",64298,0.00481946530903927
"1524","Leadership",64264,0.00678987574790752
"639","Coronavirustruth",64236,0.00913629321394381
"327","Blacklivesmattter",64069,0.00485842958272438
"1865","Nhsheroes",64068,0.00828779918216183
"1958","Openamericanow",64004,0.00629866731288216
"1110","Got7",63977,0.00488863270361833
"2635","Sweden",63497,0.00614148227440361
"1990","Palestine",63422,0.00675485905077885
"1922","Nurses",63204,0.00775716991530481
"758","Data",62992,0.00639491067027603
"450","Cats",62772,0.00664221010905024
"1108","Gop",62675,0.00626204466395699
"2992","Walkaway",62625,0.00521873655042968
"1029","Freethemall",62315,0.00673929811192076
"511","Chinesecommunistparty",61995,0.00534572359476265
"336","Blockchain",61904,0.00582730786111805
"248","Bbnaija",61881,0.00459523741394765
"1890","Nomasks",61806,0.0045484796559782
"1073","Georgia",61585,0.00621193260886458
"1940","Odishafightscorona",61558,0.0069983312286306
"1633","Maga2020",61481,0.00534702018725205
"2500","Sooraraipottru",61465,0.00468443419918121
"316","Bitcoin",61331,0.00599221082129383
"2293","Retweet",61290,0.00588497859446798
"2375","Savegujaratnre",61130,0.00450192625510729
"981","Fintech",61059,0.00601192894842336
"547","Cnnsotu",60957,0.00591571978847348
"2102","Postponekcet",60873,0.00442788403836292
"739","Cummings",60861,0.00521574541827386
"2189","Pune",60515,0.00570052981098283
"2974","Vote",60513,0.00474199125436817
"2272","Rentrelief",60487,0.00777964043391171
"2714","Themoreyouknow",60410,0.00462893351094573
"247","Bbcqt",60356,0.00681753969093038
"2249","Realitywinner",60248,0.00461041390723304
"1550","Lifttheban",60135,0.00450742707952155
"924","Exo",59833,0.00509270045839385
"1008","Food",59766,0.00693402649150066
"1462","Kayburley",59485,0.00526725264566113
"2835","Trumppressconference",59389,0.00602858540274628
"1620","Luzonlockdown",59244,0.00837197574150365
"2046","Pla",59226,0.00443472174691074
"2691","Thala",58893,0.00669232222776923
"2877","Twitter",58713,0.00544156040587305
"2553","Stayhomeindia",58622,0.00891283174140204
"1226","Hrdpostponejeeneet",58539,0.00438779868309823
"637","Coronavirussa",58514,0.00811720262232935
"1801","N95",58182,0.00692760383494855
"307","Bigil",58106,0.00434197181994981
"2895","Unemployment",57869,0.00565324544148508
"2611","Sundaythoughts",57813,0.00646681263629008
"2567","Staysafeug",57791,0.00682550885977984
"2738","Tips",57791,0.00743288971706633
"559","Community",57782,0.00629537225280304
"977","Filmyourhospital",57615,0.00843382782168484
"2506","Southchinasea",57522,0.00424942437452676
"1042","Fridaythoughts",57458,0.00623362767980884
"919","Examsincovidasuicide",57448,0.00419299798685196
"363","Boycottmadeinchina",57403,0.00459499822514855
"2693","Thalapathy",57365,0.00521136210205149
"859","Earthday",57314,0.00737153953459777
"2538","Startups",57175,0.00588032530104625
"1570","Lockdown21",57117,0.00822070563154784
"1037","Fridayfeeling",57043,0.00565567946067362
"1202","Hkpolice",56866,0.00515611357142244
"530","Clapforourcarers",56823,0.00793735323297093
"2945","Veday75",56781,0.00507985647824172
"2805","Trumphasnoplan",56732,0.00464163690781639
"928","Exposecbs",56600,0.00506366349075363
"2324","Rubyprincess",56374,0.00527909338651365
"210","Babetrayal",56218,0.00451513473752898
"2119","Potus",55933,0.00578168197004634
"1250","Hydroxycholoroquine",55695,0.00413758427112958
"1604","Losangeles",55524,0.0072713027442881
"1792","Music",55460,0.00572625703613197
"1607","Loto",55359,0.00495263864283798
"660","Covid19canada",55334,0.00706254958241631
"1590","Lockdownsa",54805,0.00674496492131659
"2529","Standwithhk",54549,0.00447971495722606
"569","Congress",54275,0.00517765417919757
"102","Ajith",54238,0.00570643148016949
"181","Artificialintelligence",54078,0.00529128832481779
"1506","Lac",54056,0.00413171089657684
"1014","Fox35",53993,0.00392743487068699
"2014","Paycheckprotectionprogram",53866,0.00692806903323173
"2326","Rules",53803,0.00691996617894343
"1165","Hcqworks",53738,0.0039455471981931
"1315","Insiders",53624,0.00413390518140722
"1998","Panorama",53314,0.00614184660998291
"1063","Gaza",53290,0.0064692645821923
"1568","Lockdown2",53254,0.00684935559157396
"483","Chicago",53153,0.00551856515948737
"2475","Slowthespread",53067,0.00685169580029779
"216","Baekhyun",53066,0.00398746006873502
"948","Fakenewsmedia",52692,0.00535314929675728
"2469","Singapore",52626,0.00635939898244067
"1869","Nih",52583,0.005631552292412
"1818","Navajonation",52562,0.00409585668447528
"2072","Politics",52480,0.0052394475105738
"1600","Longcovid",52472,0.00388874390169379
"2439","Selfisolation",52459,0.00760126671122731
"2788","Trumpchaos",52406,0.00392809883644145
"195","Atmanirbharbharat",52175,0.00385674533816274
"2103","Postponekcet2020",52111,0.00379053874662215
"3110","Wtpteam",51938,0.00515470624091658
"863","Easter",51668,0.00664536945028436
"815","Dobbs",51233,0.00452526719212011
"242","Bbc",51163,0.00488953262379559
"3035","Wednesdaywisdom",51138,0.00540003173292529
"2158","Promoteayushstudents",50978,0.00370812466130575
"484","Children",50926,0.00488015486406085
"566","Confinement",50906,0.00674752127505088
"1655","Mannkinahistudentkibaat",50843,0.00381094395949305
"538","Climateaction",50746,0.00492090924726646
"2495","Sona2020",50599,0.00368055631326081
"361","Boycottchineseproducts",50243,0.00388327731907487
"2424","Sdgs",50039,0.00455493442093421
"2875","Twgrp",49880,0.00557905687133588
"2337","Sabcnews",49850,0.00490727739978433
"2609","Sundaymorning",49793,0.00529230393526956
"2961","Vietnam",49772,0.00486626294167745
"1301","Indiaunitedtopostponeneetjee",49577,0.00371605075781891
"2825","Trumpliespeopledie",49434,0.0063320115163462
"1158","Hawaii",49429,0.00420378600507884
"160","Antifa",49406,0.00371082591251838
"1260","Icu",49198,0.0060545188729031
"1876","Nizamuddinmarkaz",48980,0.00644396522680359
"2783","Trump2020landslide",48808,0.00374019247917213
"847","Drfauci",48805,0.00550380538621726
"2486","Socialdistance",48717,0.00625792749677875
"1836","Neetjeepostponekaro",48672,0.00364821636009766
"1874","Nizamuddin",48644,0.00636161006272138
